PARTICIPANTIDENTIFIER,time,action,p_send
MDH-1282-5919,2024-07-09 22:00:00+00:00,1,0.5176961206955653
MDH-1292-8365,2024-07-09 19:00:00+00:00,0,0.028826105177523566
MDH-1315-6536,2024-07-09 19:00:00+00:00,0,0.014936359640899975
MDH-1317-3788,2024-07-09 19:00:00+00:00,0,0.017381184036772808
MDH-1341-6203,2024-07-09 19:00:00+00:00,0,0.34176416678074373
MDH-1351-9981,2024-07-09 20:00:00+00:00,0,0.06934263115839763
MDH-1360-8238,2024-07-09 19:00:00+00:00,0,0.5131981873334932
MDH-1371-3834,2024-07-09 20:00:00+00:00,0,0.3788663653082025
MDH-1382-4114,2024-07-09 19:00:00+00:00,0,0.5936076140862593
MDH-1430-1456,2024-07-09 22:00:00+00:00,1,0.49547266798691975
MDH-1435-4530,2024-07-09 19:00:00+00:00,1,0.41808413059179084
MDH-1451-0255,2024-07-09 19:00:00+00:00,0,0.020149948070616135
MDH-1452-1129,2024-07-09 19:00:00+00:00,0,0.013741961174944877
MDH-1457-9322,2024-07-09 19:00:00+00:00,0,0.13024084132834696
MDH-1482-0911,2024-07-09 19:00:00+00:00,1,0.7039708704279631
MDH-1484-9448,2024-07-09 20:00:00+00:00,0,0.34775627424171773
MDH-1514-1667,2024-07-09 20:00:00+00:00,1,0.8246347112541863
MDH-1546-4868,2024-07-09 22:00:00+00:00,1,0.5893914977312915
MDH-1561-4075,2024-07-09 19:00:00+00:00,1,0.7967004101963102
MDH-1584-0741,2024-07-09 20:00:00+00:00,1,0.9208117129750264
MDH-1599-4486,2024-07-09 22:00:00+00:00,1,0.3570410185806018
MDH-1607-3705,2024-07-09 19:00:00+00:00,1,0.8149375212644069
MDH-1607-7571,2024-07-09 19:00:00+00:00,1,0.6264970117845285
MDH-1617-6688,2024-07-09 19:00:00+00:00,1,0.5247319464133682
MDH-1625-9274,2024-07-09 19:00:00+00:00,0,0.014787210630390395
MDH-1634-2588,2024-07-09 20:00:00+00:00,0,0.02679402206725482
MDH-1637-8897,2024-07-09 19:00:00+00:00,0,0.024367062028799222
MDH-1641-4193,2024-07-09 19:00:00+00:00,1,0.49540692239054945
MDH-1646-8659,2024-07-09 22:00:00+00:00,1,0.6642856350396814
MDH-1661-6511,2024-07-09 20:00:00+00:00,0,0.6386695114064325
MDH-1674-4566,2024-07-09 20:00:00+00:00,0,0.5536815326600287
MDH-1685-7915,2024-07-09 19:00:00+00:00,1,0.668551734508443
MDH-1694-0906,2024-07-09 19:00:00+00:00,0,0.598958930231243
MDH-1704-4827,2024-07-09 21:00:00+00:00,1,0.3970095414240446
MDH-1707-6599,2024-07-09 19:00:00+00:00,0,0.3933858989546224
MDH-1711-6140,2024-07-09 19:00:00+00:00,0,0.6745819958830921
MDH-1714-1708,2024-07-09 20:00:00+00:00,1,0.9759657673950529
MDH-1716-1033,2024-07-09 22:00:00+00:00,0,0.018429000091419984
MDH-1731-2612,2024-07-09 19:00:00+00:00,0,0.030921594263521437
MDH-1744-5008,2024-07-09 19:00:00+00:00,1,0.5393990930566197
MDH-1778-2695,2024-07-09 19:00:00+00:00,1,0.5367847859225949
MDH-1797-8868,2024-07-09 20:00:00+00:00,0,0.1328081269670086
MDH-1809-1250,2024-07-09 19:00:00+00:00,0,0.5563820227838356
MDH-1818-3582,2024-07-09 19:00:00+00:00,0,0.015045145734765874
MDH-1823-1289,2024-07-09 21:00:00+00:00,1,0.6921063696218678
MDH-1831-1828,2024-07-09 19:00:00+00:00,1,0.9100403906548477
MDH-1838-2675,2024-07-09 19:00:00+00:00,0,0.3411750580180237
MDH-1843-7296,2024-07-09 20:00:00+00:00,1,0.8245925944837391
MDH-1860-6526,2024-07-09 19:00:00+00:00,0,0.31208815727963457
MDH-1882-2443,2024-07-09 19:00:00+00:00,0,0.6382082371238909
MDH-1931-6705,2024-07-09 20:00:00+00:00,0,0.013708129446441878
MDH-1978-9140,2024-07-09 19:00:00+00:00,1,0.31873733558347195
MDH-2002-2265,2024-07-09 19:00:00+00:00,0,0.5950295404014587
MDH-2014-1370,2024-07-09 19:00:00+00:00,1,0.7820933540569428
MDH-2015-2873,2024-07-09 19:00:00+00:00,0,0.09243185106945379
MDH-2016-9170,2024-07-09 22:00:00+00:00,0,0.040032758145633215
MDH-2029-7974,2024-07-09 19:00:00+00:00,1,0.6900144951385574
MDH-2037-1877,2024-07-09 19:00:00+00:00,0,0.01266758444807223
MDH-2065-1200,2024-07-09 19:00:00+00:00,0,0.9178114999320396
MDH-2070-0442,2024-07-09 19:00:00+00:00,0,0.34875694168863114
MDH-2084-3624,2024-07-09 19:00:00+00:00,0,0.04420308306613247
MDH-2094-6063,2024-07-09 19:00:00+00:00,0,0.021890910521886103
MDH-2136-2690,2024-07-09 19:00:00+00:00,0,0.35602211691306285
MDH-2139-6518,2024-07-09 21:00:00+00:00,1,0.8207630761676348
MDH-2162-4356,2024-07-09 19:00:00+00:00,1,0.5572033422325302
MDH-2168-8241,2024-07-09 22:00:00+00:00,1,0.6325819179550098
MDH-2191-8457,2024-07-09 20:00:00+00:00,1,0.596895868311064
MDH-2195-4319,2024-07-09 19:00:00+00:00,0,0.02370144957156381
MDH-2212-5475,2024-07-09 19:00:00+00:00,1,0.6330664464024942
MDH-2228-6177,2024-07-09 19:00:00+00:00,0,0.39957744649552307
MDH-2239-8283,2024-07-09 20:00:00+00:00,0,0.028471096233484452
MDH-2241-8735,2024-07-09 20:00:00+00:00,0,0.6285292431957642
MDH-2282-1587,2024-07-09 20:00:00+00:00,0,0.03595737268880653
MDH-2288-6851,2024-07-09 19:00:00+00:00,1,0.511791766527249
MDH-2318-3113,2024-07-09 19:00:00+00:00,0,0.10040778284990892
MDH-2332-1543,2024-07-09 19:00:00+00:00,1,0.8871777084356847
MDH-2333-0914,2024-07-09 19:00:00+00:00,0,0.5176014342880638
MDH-2334-5092,2024-07-09 20:00:00+00:00,1,0.09815975668429272
MDH-2353-8715,2024-07-09 19:00:00+00:00,0,0.04432817485769676
MDH-2354-5853,2024-07-09 20:00:00+00:00,1,0.677804133031031
MDH-2357-1486,2024-07-09 19:00:00+00:00,1,0.9195840127207288
MDH-2358-9652,2024-07-09 19:00:00+00:00,0,0.024913916040152504
MDH-2367-3017,2024-07-09 19:00:00+00:00,1,0.8399532321389784
MDH-2369-7095,2024-07-09 19:00:00+00:00,1,0.9686178233696108
MDH-2403-4970,2024-07-09 19:00:00+00:00,1,0.6275257329751691
MDH-2404-1337,2024-07-09 19:00:00+00:00,1,0.6907464005607061
MDH-2405-4517,2024-07-09 20:00:00+00:00,0,0.48087522022870394
MDH-2436-7786,2024-07-09 19:00:00+00:00,1,0.3424591101124562
MDH-2453-5358,2024-07-09 19:00:00+00:00,0,0.5422104860608121
MDH-2478-6299,2024-07-09 19:00:00+00:00,1,0.5736389048384506
MDH-2479-7388,2024-07-09 20:00:00+00:00,1,0.6666993030132219
MDH-2486-7517,2024-07-09 19:00:00+00:00,0,0.39248609781813676
MDH-2493-0062,2024-07-09 19:00:00+00:00,1,0.9107578176771084
MDH-2501-0855,2024-07-09 22:00:00+00:00,0,0.047221020361328934
MDH-2507-1577,2024-07-09 19:00:00+00:00,1,0.6731523915853074
MDH-2522-0261,2024-07-09 19:00:00+00:00,0,0.8574966261126147
MDH-2526-2870,2024-07-09 19:00:00+00:00,0,0.7361086697180629
MDH-2534-6423,2024-07-09 19:00:00+00:00,1,0.6893386154390165
MDH-2538-0348,2024-07-09 20:00:00+00:00,0,0.5751120875678178
MDH-2539-3631,2024-07-09 19:00:00+00:00,0,0.4251800004427305
MDH-2556-0716,2024-07-09 19:00:00+00:00,1,0.9662163490597283
MDH-2607-7244,2024-07-09 20:00:00+00:00,1,0.6596162237544017
MDH-2609-9894,2024-07-09 19:00:00+00:00,1,0.5407723575752285
MDH-2630-3392,2024-07-09 19:00:00+00:00,0,0.5352025723310808
MDH-2638-0309,2024-07-09 19:00:00+00:00,1,0.6799760212139956
MDH-2638-4207,2024-07-09 19:00:00+00:00,0,0.8317750281155019
MDH-2639-3797,2024-07-09 19:00:00+00:00,1,0.48779381425344803
MDH-2645-2783,2024-07-09 20:00:00+00:00,0,0.5184968226391755
MDH-2654-8402,2024-07-09 19:00:00+00:00,1,0.333609709428629
MDH-2661-4003,2024-07-09 22:00:00+00:00,0,0.34634808163236297
MDH-2663-0102,2024-07-09 19:00:00+00:00,1,0.6632195627766245
MDH-2663-3312,2024-07-09 19:00:00+00:00,1,0.9187505947234961
MDH-2675-4695,2024-07-09 19:00:00+00:00,1,0.7787695350029661
MDH-2686-6066,2024-07-09 22:00:00+00:00,0,0.22719414366247226
MDH-2691-4654,2024-07-09 19:00:00+00:00,0,0.8561729456683013
MDH-2698-8073,2024-07-09 19:00:00+00:00,0,0.014565853313366791
MDH-2704-9007,2024-07-09 19:00:00+00:00,0,0.11528504721963273
MDH-2704-9429,2024-07-09 22:00:00+00:00,0,0.7169448989251649
MDH-2716-8964,2024-07-09 20:00:00+00:00,0,0.02305562135754409
MDH-2719-3040,2024-07-09 19:00:00+00:00,0,0.021267840695539632
MDH-2765-6937,2024-07-09 19:00:00+00:00,0,0.6779258640713304
MDH-2771-8629,2024-07-09 19:00:00+00:00,1,0.9798288818419787
MDH-2777-1559,2024-07-09 20:00:00+00:00,1,0.7022119797636653
MDH-2779-2579,2024-07-09 20:00:00+00:00,1,0.89743308122018
MDH-2801-5040,2024-07-09 22:00:00+00:00,1,0.7284374789079551
MDH-2803-3877,2024-07-09 19:00:00+00:00,1,0.43640955564352046
MDH-2813-9696,2024-07-09 19:00:00+00:00,1,0.5173012897111564
MDH-2820-6590,2024-07-09 19:00:00+00:00,1,0.9613048837103642
MDH-2856-8783,2024-07-09 19:00:00+00:00,0,0.02188610731346928
MDH-2883-9326,2024-07-09 20:00:00+00:00,0,0.013121706593299679
MDH-2896-4884,2024-07-09 19:00:00+00:00,0,0.052479260501545506
MDH-2928-7539,2024-07-09 20:00:00+00:00,0,0.012720250674271094
MDH-2932-3978,2024-07-09 19:00:00+00:00,1,0.97778326209396
MDH-2940-4522,2024-07-09 19:00:00+00:00,0,0.02103394459948044
MDH-2943-5205,2024-07-09 22:00:00+00:00,0,0.014197252600859802
MDH-2965-0308,2024-07-09 21:00:00+00:00,1,0.7012619857388142
MDH-2980-6456,2024-07-09 19:00:00+00:00,1,0.019819898439605976
MDH-2980-6915,2024-07-09 20:00:00+00:00,0,0.015925217445178393
MDH-2983-0349,2024-07-09 22:00:00+00:00,0,0.028901309053730454
MDH-2993-3254,2024-07-09 20:00:00+00:00,1,0.7571438301225707
MDH-3000-2152,2024-07-09 19:00:00+00:00,1,0.6885826504718047
MDH-3012-9700,2024-07-09 19:00:00+00:00,1,0.4850225713303025
MDH-3018-3901,2024-07-09 22:00:00+00:00,0,0.03407386044726641
MDH-3032-3269,2024-07-09 19:00:00+00:00,1,0.5755774713774644
MDH-3060-1880,2024-07-09 19:00:00+00:00,0,0.014525716877394608
MDH-3138-8480,2024-07-09 21:00:00+00:00,0,0.36643223523404334
MDH-3144-5801,2024-07-09 19:00:00+00:00,0,0.014412012848237
MDH-3152-3946,2024-07-09 19:00:00+00:00,1,0.9546502212577207
MDH-3161-5136,2024-07-09 19:00:00+00:00,0,0.36986081310862773
MDH-3190-1127,2024-07-09 20:00:00+00:00,0,0.7004712237936659
MDH-3197-1484,2024-07-09 22:00:00+00:00,1,0.6315451502003927
MDH-3203-6573,2024-07-09 22:00:00+00:00,0,0.01789000026844016
MDH-3204-1664,2024-07-09 19:00:00+00:00,1,0.7502685237051012
MDH-3228-9106,2024-07-09 19:00:00+00:00,1,0.7027307572307876
MDH-3242-3291,2024-07-09 20:00:00+00:00,0,0.33736158612364076
MDH-3247-0483,2024-07-09 19:00:00+00:00,1,0.9744731483158457
MDH-3266-0803,2024-07-09 22:00:00+00:00,0,0.04185543271687639
MDH-3268-1477,2024-07-09 22:00:00+00:00,1,0.45309283361748615
MDH-3269-7166,2024-07-09 19:00:00+00:00,0,0.532370584296288
MDH-3289-4827,2024-07-09 19:00:00+00:00,1,0.37609678277025826
MDH-3300-3659,2024-07-09 19:00:00+00:00,0,0.019701173838071177
MDH-3321-6335,2024-07-09 20:00:00+00:00,1,0.5821080170091849
MDH-3375-2507,2024-07-09 20:00:00+00:00,1,0.6496562969846073
MDH-3378-3163,2024-07-09 19:00:00+00:00,1,0.4504147927546933
MDH-3433-6338,2024-07-09 20:00:00+00:00,0,0.6956357468231124
MDH-3436-1451,2024-07-09 19:00:00+00:00,0,0.1205600859280962
MDH-3440-5565,2024-07-09 19:00:00+00:00,1,0.6588852445408664
MDH-3459-9362,2024-07-09 19:00:00+00:00,1,0.6750727959521334
MDH-3461-9284,2024-07-09 19:00:00+00:00,1,0.8869959730805388
MDH-3463-9558,2024-07-09 19:00:00+00:00,0,0.015561817738860723
MDH-3463-9946,2024-07-09 20:00:00+00:00,1,0.36811737277001066
MDH-3479-5143,2024-07-09 19:00:00+00:00,0,0.6537264771368652
MDH-3484-4233,2024-07-09 19:00:00+00:00,0,0.06395030309053287
MDH-3488-8444,2024-07-09 19:00:00+00:00,0,0.3386717248361037
MDH-3491-0267,2024-07-09 20:00:00+00:00,1,0.22177537728878777
MDH-3491-1168,2024-07-09 20:00:00+00:00,0,0.7548387977034283
MDH-3521-4535,2024-07-09 20:00:00+00:00,0,0.0368055925612768
MDH-3527-9587,2024-07-09 19:00:00+00:00,1,0.34858547496619785
MDH-3531-4796,2024-07-09 19:00:00+00:00,0,0.05200848142934354
MDH-3534-8156,2024-07-09 20:00:00+00:00,1,0.5852833700875983
MDH-3559-4276,2024-07-09 19:00:00+00:00,1,0.5918721113821158
MDH-3566-2483,2024-07-09 19:00:00+00:00,0,0.025528903872517453
MDH-3580-3134,2024-07-09 19:00:00+00:00,1,0.9606723679057769
MDH-3586-6991,2024-07-09 20:00:00+00:00,1,0.870035923588325
MDH-3593-7195,2024-07-09 19:00:00+00:00,0,0.42986489273560924
MDH-3601-7021,2024-07-09 20:00:00+00:00,0,0.022314104228616783
MDH-3605-0648,2024-07-09 19:00:00+00:00,0,0.1273292830129425
MDH-3608-0631,2024-07-09 20:00:00+00:00,1,0.5752268156037232
MDH-3614-0409,2024-07-09 19:00:00+00:00,0,0.01367875992685643
MDH-3621-9799,2024-07-09 19:00:00+00:00,0,0.02727776176999726
MDH-3628-9684,2024-07-09 19:00:00+00:00,0,0.6910238208586647
MDH-3633-8042,2024-07-09 19:00:00+00:00,0,0.33946331991296996
MDH-3641-8762,2024-07-09 20:00:00+00:00,1,0.8482149106519556
MDH-3652-1236,2024-07-09 19:00:00+00:00,0,0.02296669317065545
MDH-3654-0677,2024-07-09 19:00:00+00:00,0,0.05152226337400943
MDH-3675-8600,2024-07-09 19:00:00+00:00,1,0.7234933372501715
MDH-3690-5068,2024-07-09 19:00:00+00:00,0,0.4625446379663709
MDH-3710-0527,2024-07-09 19:00:00+00:00,0,0.659118184946791
MDH-3740-5138,2024-07-09 20:00:00+00:00,1,0.5843487474325497
MDH-3745-0945,2024-07-09 19:00:00+00:00,0,0.013354275947513258
MDH-3812-2498,2024-07-09 19:00:00+00:00,0,0.63326296590488
MDH-3814-8248,2024-07-09 22:00:00+00:00,0,0.6220141395463573
MDH-3817-8628,2024-07-09 19:00:00+00:00,1,0.8334032816552566
MDH-3870-1635,2024-07-09 20:00:00+00:00,1,0.332221932405273
MDH-3877-3590,2024-07-09 19:00:00+00:00,1,0.613256752600355
MDH-3881-7785,2024-07-09 19:00:00+00:00,1,0.06594474968864333
MDH-3893-6586,2024-07-09 22:00:00+00:00,0,0.3720861830331609
MDH-3897-9019,2024-07-09 19:00:00+00:00,0,0.08999822469043817
MDH-3898-2987,2024-07-09 20:00:00+00:00,0,0.01941000105561696
MDH-3904-2011,2024-07-09 20:00:00+00:00,0,0.37714177066583154
MDH-3945-1216,2024-07-09 19:00:00+00:00,1,0.8919944250094802
MDH-3968-1723,2024-07-09 19:00:00+00:00,0,0.493585091685838
MDH-3970-6370,2024-07-09 20:00:00+00:00,1,0.3352094568148348
MDH-3995-4544,2024-07-09 19:00:00+00:00,1,0.5572566825006116
MDH-4007-4053,2024-07-09 19:00:00+00:00,1,0.8327773628772533
MDH-4008-6948,2024-07-09 20:00:00+00:00,0,0.3550492126724716
MDH-4011-4820,2024-07-09 20:00:00+00:00,1,0.6325874081496795
MDH-4030-7621,2024-07-09 21:00:00+00:00,0,0.6074461301803243
MDH-4035-1134,2024-07-09 19:00:00+00:00,1,0.6819359604516876
MDH-4045-5565,2024-07-09 19:00:00+00:00,0,0.3375722995788125
MDH-4048-4070,2024-07-09 19:00:00+00:00,0,0.0538018457665798
MDH-4055-8587,2024-07-09 19:00:00+00:00,1,0.654826597163361
MDH-4078-9953,2024-07-09 19:00:00+00:00,1,0.8792648289760785
MDH-4137-4888,2024-07-09 19:00:00+00:00,0,0.02279464184149765
MDH-4143-2988,2024-07-09 20:00:00+00:00,0,0.33915522076137783
MDH-4147-1035,2024-07-09 19:00:00+00:00,0,0.014170170567532881
MDH-4149-0181,2024-07-09 20:00:00+00:00,1,0.8272118305412588
MDH-4151-4294,2024-07-09 20:00:00+00:00,1,0.6729070531765494
MDH-4158-8436,2024-07-09 19:00:00+00:00,0,0.1282355565464568
MDH-4177-1143,2024-07-09 20:00:00+00:00,1,0.5066254342062176
MDH-4186-9916,2024-07-09 19:00:00+00:00,1,0.8332915588411922
MDH-4211-6649,2024-07-09 22:00:00+00:00,1,0.8492163541283354
MDH-4226-6309,2024-07-09 19:00:00+00:00,0,0.5010435210470484
MDH-4235-8718,2024-07-09 20:00:00+00:00,0,0.3364247513141658
MDH-4262-5950,2024-07-09 19:00:00+00:00,1,0.7278985693196044
MDH-4278-2225,2024-07-09 19:00:00+00:00,0,0.1573503173197709
MDH-4291-3662,2024-07-09 19:00:00+00:00,0,0.6105516504451678
MDH-4294-8860,2024-07-09 19:00:00+00:00,0,0.014143728503714105
MDH-4295-7407,2024-07-09 19:00:00+00:00,1,0.6618960255426456
MDH-4296-3822,2024-07-09 19:00:00+00:00,0,0.014596358037485364
MDH-4297-1255,2024-07-09 20:00:00+00:00,0,0.014668521231890275
MDH-4345-3118,2024-07-09 19:00:00+00:00,0,0.027055399055140508
MDH-4355-0622,2024-07-09 20:00:00+00:00,1,0.7969704693481847
MDH-4360-5064,2024-07-09 19:00:00+00:00,0,0.11028110056215995
MDH-4364-7070,2024-07-09 19:00:00+00:00,1,0.9799087616328688
MDH-4386-8310,2024-07-09 20:00:00+00:00,0,0.6143708987285361
MDH-4389-6490,2024-07-09 19:00:00+00:00,0,0.3693703269598615
MDH-4393-6320,2024-07-09 19:00:00+00:00,0,0.044898299633251655
MDH-4424-4360,2024-07-09 19:00:00+00:00,1,0.42659829906063335
MDH-4445-0799,2024-07-09 20:00:00+00:00,0,0.4909113155656858
MDH-4447-4984,2024-07-09 19:00:00+00:00,1,0.522485648451901
